id,1,2,3,4
29746,1,26,207,446
29747,68,529,214,23
29748,20,222,502,57
29749,40,372,699,80
29750,236,665,80,0
29751,40,303,42,0
29752,499,201,21,0
29753,24,240,513,58
29754,526,223,19,0
29755,320,666,125,10
29756,214,493,41,0
29757,65,548,192,19
29758,0,60,579,239
29759,58,491,211,25
29760,15,206,504,58
29761,0,61,527,209
29762,0,21,211,460
29763,0,43,355,37
29764,57,502,222,15
29765,230,601,71,0
29766,158,187,22,4
29767,0,21,194,458
29768,42,407,707,78
29769,23,207,520,61
29770,616,228,25,0
29771,0,85,744,1120
29772,0,23,214,496
29773,271,911,132,0
29774,1027,316,15,0
29775,0,20,267,580
29776,30,306,698,79
29777,486,230,21,0
29778,26,293,619,59
29779,2,78,511,205
29780,603,233,24,0
29781,498,260,23,2
29782,21,304,536,79
29783,246,545,71,0
29784,216,528,64,0
29785,222,530,65,1
29786,57,486,233,19
29787,15,201,469,55
29788,20,329,1109,279
29789,263,706,83,0
29790,65,579,203,16
29791,0,19,280,840
29792,0,17,218,632
29793,21,186,529,68
29794,50,502,228,15
29795,0,33,422,1107
29796,0,49,503,208
29797,284,530,56,0
29798,310,821,98,0
29799,0,48,622,286
29800,0,129,1193,431
29801,96,751,258,21
29802,0,66,495,187
29803,0,29,234,500
29804,31,269,503,54
29805,39,611,810,103
29806,446,202,16,0
29807,0,21,230,502
29808,1393,1153,127,0
29809,601,353,38,0
29810,491,232,22,0
29811,0,21,211,605
29812,1,20,273,929
29813,0,28,264,598
29814,0,14,214,519
29815,61,520,897,214
29816,532,188,26,0
29817,37,291,35,0
29818,0,20,234,490
29819,0,16,191,417
29820,99,855,561,38
29821,518,223,20,0
29822,22,240,548,62
29823,13,250,504,67
29824,3,77,621,360
29825,734,436,46,0
29826,64,550,249,24
29827,220,492,64,0
29828,0,31,354,995
29829,0,58,545,235
29830,67,487,257,28
29831,75,566,306,35
29832,213,519,82,0
29833,216,491,60,0
29834,533,206,12,0
29835,0,69,478,187
29836,0,46,523,208
29837,0,66,482,241
29838,231,488,58,0
29839,20,210,501,55
29840,56,434,191,17
29841,0,12,236,586
29842,253,542,63,2
29843,514,210,13,0
29844,0,18,184,474
29845,250,788,97,0
29846,618,231,16,0
29847,231,505,60,0
29848,473,212,30,0
29849,69,523,242,25
29850,18,237,628,75
29851,395,670,80,0
29852,0,19,330,583
29853,891,621,67,0
29854,54,495,210,19
29855,16,218,489,74
29856,10,237,585,74
29857,464,229,15,0
29858,69,539,220,18
29859,0,17,147,172
29860,12,192,492,63
29861,0,20,196,597
29862,501,1016,109,0
29863,233,612,70,0
29864,504,241,27,0
29865,0,65,563,214
29866,200,559,71,0
29867,280,629,83,0
29868,0,79,644,86
29869,0,21,250,505
29870,0,58,466,202
29871,0,21,202,584
29872,319,619,71,0
29873,55,547,211,20
29874,15,213,468,39
29875,0,13,267,794
29876,56,567,224,16
29877,198,451,50,0
29878,0,73,555,205
29879,13,190,439,49
29880,231,576,71,0
29881,34,319,641,87
29882,968,356,26,0
29883,62,425,233,26
29884,556,240,22,0
29885,21,215,651,93
29886,0,20,253,554
29887,194,479,58,0
29888,208,455,59,0
29889,14,221,608,78
29890,20,270,576,71
29891,0,36,348,764
29892,217,616,67,0
29893,20,197,194,26
29894,0,61,542,220
29895,785,274,18,0
29896,0,22,237,460
29897,0,23,221,527
29898,243,631,79,0
29899,0,23,188,637
29900,39,378,756,86
29901,0,18,167,600
29902,1,25,202,489
29903,0,19,223,668
29904,21,180,183,26
29905,223,513,53,0
29906,53,418,201,26
29907,0,43,313,33
29908,476,243,20,0
29909,59,486,207,22
29910,18,259,900,78
29911,222,487,62,0
29912,0,62,470,198
29913,0,61,492,225
29914,0,14,226,648
29915,530,220,14,0
29916,91,704,407,47
29917,0,14,228,532
29918,0,23,244,499
29919,0,67,501,197
29920,675,331,29,0
29921,76,728,417,41
29922,17,253,544,60
29923,0,19,221,559
29924,618,219,16,0
29925,0,67,465,205
29926,19,201,226,23
29927,20,248,744,72
29928,218,506,54,0
29929,27,304,32,0
29930,74,662,397,32
29931,0,58,517,217
29932,251,596,53,1
29933,210,528,63,0
29934,22,253,475,57
29935,23,167,184,18
29936,208,573,85,0
29937,65,475,232,26
29938,24,239,463,63
29939,21,229,606,63
29940,0,79,517,216
29941,88,716,473,55
29942,181,488,55,0
29943,660,256,25,0
29944,21,240,670,96
29945,0,19,229,427
29946,813,425,56,0
29947,26,183,479,51
29948,59,544,278,20
29949,570,223,22,0
29950,104,778,250,16
29951,236,602,70,0
29952,244,532,65,0
29953,0,63,564,260
29954,21,261,568,73
29955,0,74,901,1147
29956,0,77,524,255
29957,0,108,936,273
29958,569,276,18,0
29959,0,13,244,637
29960,195,505,47,0
29961,0,61,489,193
29962,140,1184,603,50
29963,68,575,194,19
29964,64,549,211,21
29965,222,514,66,0
29966,26,221,535,53
29967,810,268,20,0
29968,504,211,15,0
29969,0,25,213,524
29970,0,25,247,558
29971,0,21,194,528
29972,210,501,60,0
29973,22,243,609,75
29974,71,546,208,25
29975,0,52,512,258
29976,84,674,326,40
29977,0,22,260,593
29978,0,21,197,468
29979,456,185,24,0
29980,578,252,17,0
29981,216,485,73,0
29982,488,184,19,0
29983,52,464,181,17
29984,0,60,505,209
29985,56,503,216,12
29986,19,255,474,63
29987,10,203,471,47
29988,16,209,475,64
29989,558,300,26,0
29990,0,126,1164,282
29991,232,962,119,0
29992,0,18,235,643
29993,68,530,199,15
29994,1376,331,21,0
29995,0,18,162,151
29996,19,234,596,59
29997,1172,573,43,0
29998,0,14,197,441
29999,16,208,494,41
30000,0,23,209,565
30001,16,199,508,50
30002,0,83,726,453
30003,57,537,246,21
30004,52,487,254,20
30005,0,22,209,472
30006,783,272,15,0
30007,221,618,75,0
30008,78,621,245,20
30009,0,17,189,552
30010,27,302,809,95
30011,519,216,17,0
30012,68,525,219,20
30013,0,19,163,171
30014,496,228,15,0
30015,548,215,16,0
30016,215,696,69,0
30017,95,1024,693,84
30018,1,39,356,649
30019,0,71,633,1420
30020,219,479,66,0
30021,0,79,658,326
30022,522,849,111,0
30023,0,62,505,238
30024,514,242,24,0
30025,0,61,506,240
30026,157,498,63,0
30027,265,553,60,0
30028,0,11,238,467
30029,614,237,27,0
30030,742,256,17,0
30031,30,305,505,66
30032,640,232,32,0
30033,634,253,21,0
30034,0,71,548,200
30035,302,562,59,0
30036,629,239,23,1
30037,60,641,958,106
30038,0,30,284,523
30039,448,185,22,0
30040,0,54,467,214
30041,404,689,87,0
30042,77,613,378,26
30043,198,476,65,0
30044,55,506,202,16
30045,72,595,313,36
30046,58,438,201,12
30047,240,719,95,0
30048,2,74,552,263
30049,37,405,1417,188
30050,0,19,266,619
30051,327,695,85,0
30052,0,67,554,207
30053,680,319,21,0
30054,0,22,214,529
30055,0,58,554,264
30056,254,469,56,0
30057,0,35,325,653
30058,0,21,205,580
30059,706,305,38,0
30060,0,37,473,730
30061,556,226,14,0
30062,20,194,455,52
30063,194,393,43,0
30064,479,232,17,0
30065,222,492,75,0
30066,76,690,396,49
30067,0,21,283,569
30068,580,235,25,0
30069,224,661,79,0
30070,60,604,334,21
30071,0,54,469,208
30072,26,263,566,74
30073,0,99,787,504
30074,124,968,695,63
30075,456,1087,137,0
30076,0,53,543,256
30077,0,48,497,233
30078,180,505,63,0
30079,0,24,198,630
30080,0,178,1486,361
30081,211,680,74,0
30082,13,218,494,70
30083,40,326,41,0
30084,303,585,84,0
30085,85,671,227,16
30086,264,609,71,0
30087,22,338,604,68
30088,0,18,193,466
30089,0,43,518,219
30090,16,225,481,65
30091,197,517,59,0
30092,0,73,569,325
30093,54,418,151,18
30094,464,198,23,0
30095,80,665,257,21
30096,222,512,50,2
30097,33,298,42,0
30098,293,548,68,0
30099,475,216,20,1
30100,69,633,265,23
30101,52,587,310,38
30102,39,365,611,62
30103,65,563,281,27
30104,0,69,532,239
30105,15,202,483,51
30106,478,200,20,0
30107,507,228,13,0
30108,63,583,242,27
30109,205,523,51,0
30110,52,480,930,87
30111,59,462,249,11
30112,0,26,297,584
30113,0,20,211,510
30114,188,521,70,0
30115,519,215,20,2
30116,0,36,369,657
30117,23,277,661,75
30118,494,197,17,0
30119,342,1477,181,0
30120,0,66,556,221
30121,0,64,542,255
30122,536,261,29,0
30123,443,197,19,0
30124,0,15,197,686
30125,71,555,333,35
30126,87,764,238,20
30127,293,1198,161,0
30128,0,119,1183,395
30129,206,540,61,0
30130,0,15,230,548
30131,252,600,91,0
30132,0,65,504,195
30133,60,554,228,33
30134,19,235,482,56
30135,19,225,598,65
30136,0,70,630,891
30137,17,194,501,56
30138,48,458,244,20
30139,484,232,22,1
30140,0,81,724,388
30141,487,222,15,0
30142,502,211,23,0
30143,19,227,524,59
30144,479,833,119,0
30145,496,229,22,2
30146,0,18,227,497
30147,0,57,472,221
30148,753,952,96,0
30149,285,598,54,0
30150,74,506,248,22
30151,0,57,441,202
30152,0,23,144,166
30153,390,663,87,0
30154,40,305,39,0
30155,207,480,48,0
30156,74,626,216,21
30157,0,21,228,478
30158,214,512,65,0
30159,292,537,63,1
30160,0,95,799,251
30161,0,72,566,256
30162,599,229,18,0
30163,18,210,474,44
30164,0,69,521,201
30165,511,105,6,0
30166,58,503,163,24
30167,194,534,70,0
30168,281,583,67,0
30169,0,16,393,1967
30170,312,1121,157,2
30171,71,435,208,16
30172,71,510,231,17
30173,549,256,21,0
30174,466,198,20,1
30175,66,518,213,16
30176,278,863,92,0
30177,0,73,544,226
30178,226,492,48,0
30179,256,838,98,0
30180,69,561,266,23
30181,2,67,483,193
30182,108,903,567,60
30183,553,197,18,1
30184,203,560,65,0
30185,119,1122,308,32
30186,206,455,56,0
30187,18,249,537,47
30188,0,60,496,208
30189,0,64,557,273
30190,430,1381,146,1
30191,24,278,546,58
30192,0,21,202,469
30193,210,590,68,0
30194,39,348,51,0
30195,251,540,53,0
30196,0,18,224,578
30197,0,18,265,556
30198,248,750,81,0
30199,16,164,167,12
30200,59,506,237,18
30201,85,537,235,21
30202,66,507,228,20
30203,0,10,208,530
30204,0,20,278,548
30205,0,28,190,208
30206,89,642,234,22
30207,0,25,293,678
30208,0,66,649,956
30209,0,25,147,179
30210,1,68,563,257
30211,560,204,21,0
30212,19,230,592,73
30213,69,556,189,18
30214,0,61,630,267
30215,624,250,36,0
30216,73,458,216,31
30217,215,494,52,0
30218,18,268,529,78
30219,71,636,264,18
30220,0,79,571,226
30221,63,644,272,31
30222,226,566,70,0
30223,24,238,529,56
30224,34,302,630,77
30225,582,228,13,0
30226,0,62,631,241
30227,0,25,193,454
30228,873,253,18,0
30229,312,342,24,0
30230,75,536,276,32
30231,773,318,35,0
30232,936,271,24,0
30233,497,187,17,0
30234,0,13,164,444
30235,68,487,232,23
30236,26,236,522,72
30237,0,22,216,461
30238,87,558,222,17
30239,0,58,570,329
30240,24,246,554,70
30241,22,201,213,28
30242,0,81,586,258
30243,539,247,19,0
30244,63,508,225,18
30245,489,175,18,0
30246,0,72,573,197
30247,438,1124,144,0
30248,202,1546,423,32
30249,0,22,305,1348
30250,0,71,670,210
30251,0,70,558,278
30252,205,586,74,0
30253,0,78,593,268
30254,725,222,23,0
30255,293,561,57,0
30256,304,706,97,0
30257,64,494,250,20
30258,194,457,67,5
30259,0,67,515,222
30260,563,248,27,0
30261,0,17,216,565
30262,758,238,20,0
30263,0,28,253,529
30264,55,481,182,21
30265,64,490,215,19
30266,240,518,69,0
30267,16,194,499,54
30268,19,207,551,52
30269,27,241,519,57
30270,485,230,17,0
30271,254,613,75,0
30272,207,500,56,0
30273,22,229,605,69
30274,0,59,459,184
30275,62,522,219,16
30276,2,121,961,284
30277,0,17,210,476
30278,0,64,548,229
30279,559,291,31,0
30280,566,242,16,0
30281,0,75,553,216
30282,0,17,184,447
30283,67,475,223,27
30284,202,514,66,0
30285,29,247,551,83
30286,67,609,211,25
30287,0,25,238,501
30288,53,595,232,28
30289,0,19,265,575
30290,81,610,228,30
30291,249,603,77,0
30292,49,569,210,21
30293,0,27,203,513
30294,9,176,584,65
30295,13,239,567,60
30296,493,204,12,0
30297,0,21,256,708
30298,26,272,291,23
30299,0,25,210,524
30300,460,189,18,0
30301,0,66,525,211
30302,21,180,533,66
30303,227,626,62,0
30304,20,216,520,80
30305,457,233,27,0
30306,16,265,733,88
30307,15,169,159,20
30308,102,896,450,39
30309,568,215,28,0
30310,529,248,18,0
30311,72,621,842,113
30312,0,19,200,486
30313,18,294,839,86
30314,219,467,54,0
30315,14,168,167,15
30316,58,472,186,19
30317,0,24,231,514
30318,18,187,446,59
30319,0,47,446,184
30320,0,99,718,251
30321,26,269,561,77
30322,576,256,29,0
30323,0,103,818,263
30324,62,477,210,21
30325,63,506,268,21
30326,0,12,202,550
30327,683,233,22,0
30328,101,920,424,46
30329,0,56,427,195
30330,24,236,573,59
30331,89,586,231,21
30332,0,96,837,564
30333,0,21,182,486
30334,0,211,1508,348
30335,504,215,21,0
30336,462,188,22,0
30337,37,346,37,0
30338,30,499,65,0
30339,0,19,211,471
30340,68,516,204,24
30341,333,538,78,0
30342,0,17,200,473
30343,1,56,444,228
30344,0,16,188,487
30345,0,22,238,468
30346,53,476,176,18
30347,186,471,47,2
30348,649,315,32,0
30349,593,244,29,0
30350,25,215,592,54
30351,527,214,12,0
30352,68,536,185,19
30353,593,235,24,0
30354,0,45,470,792
30355,0,18,224,501
30356,63,512,218,26
30357,0,65,466,198
30358,16,238,525,69
30359,5,139,780,410
30360,217,482,55,0
30361,18,206,541,56
30362,0,27,322,664
30363,14,275,1098,135
30364,56,504,199,9
30365,642,310,28,1
30366,67,452,194,16
30367,67,480,211,20
30368,20,205,562,47
30369,47,276,34,0
30370,0,56,467,190
30371,531,217,21,0
30372,221,505,48,0
30373,202,502,71,0
30374,13,219,531,52
30375,24,202,478,67
30376,0,64,589,286
30377,529,217,25,0
30378,530,301,46,0
30379,260,483,54,0
30380,0,28,268,619
30381,0,23,175,180
30382,64,507,205,27
30383,0,94,849,225
30384,101,893,385,33
30385,65,528,202,20
30386,549,194,16,0
30387,22,215,474,55
30388,68,561,224,17
30389,56,454,216,23
30390,0,10,214,525
30391,82,676,239,26
30392,219,598,76,0
30393,0,101,771,228
30394,68,597,302,34
30395,1,62,466,212
30396,82,686,447,37
30397,55,664,114,0
30398,1,59,508,224
30399,0,76,576,198
30400,75,567,363,50
30401,485,255,16,0
30402,20,214,590,71
30403,0,57,507,1124
30404,217,554,73,0
30405,0,24,191,474
30406,0,18,228,527
30407,0,13,222,557
30408,0,22,211,521
30409,812,1132,169,2
30410,241,589,70,0
30411,590,233,27,0
30412,0,60,514,216
30413,19,238,491,65
30414,48,492,190,18
30415,0,66,533,186
30416,0,18,233,473
30417,549,268,23,0
30418,0,23,265,635
30419,21,251,553,49
30420,280,1065,124,0
30421,0,16,216,449
30422,564,252,20,0
30423,0,18,278,597
30424,529,225,20,0
30425,0,26,230,505
30426,671,368,29,0
30427,21,221,599,81
30428,65,525,233,18
30429,0,66,523,302
30430,216,616,74,0
30431,1,14,210,437
30432,26,185,542,77
30433,0,38,322,348
30434,749,1159,126,0
30435,17,189,496,43
30436,0,58,543,274
30437,79,646,74,0
30438,24,305,559,54
30439,0,48,395,46
30440,433,765,81,0
30441,223,482,69,0
30442,69,582,226,17
30443,0,21,240,536
30444,45,436,164,12
30445,24,191,438,60
30446,555,230,20,0
30447,63,437,198,18
30448,52,480,191,4
30449,0,18,255,709
30450,49,365,43,0
30451,0,24,248,544
30452,43,448,224,25
30453,489,171,23,0
30454,488,201,23,0
30455,30,320,627,57
30456,308,602,87,0
30457,0,77,623,236
30458,0,67,585,234
30459,53,521,243,20
30460,71,552,230,25
30461,0,68,494,186
30462,0,17,222,498
30463,0,23,241,582
30464,22,238,504,60
30465,0,21,228,550
30466,520,180,21,0
30467,0,23,208,577
30468,22,214,504,61
30469,0,65,555,287
30470,50,512,206,17
30471,460,218,14,0
30472,14,246,574,75
30473,0,49,513,795
30474,56,479,181,16
30475,58,454,194,11
30476,0,66,459,220
30477,652,256,20,0
30478,213,581,55,0
30479,539,216,16,0
30480,68,576,214,23
30481,12,209,504,82
30482,0,46,354,53
30483,0,99,860,923
30484,0,21,284,1200
30485,121,1046,279,11
30486,148,1081,331,22
30487,0,66,558,242
30488,26,212,617,74
30489,19,201,485,47
30490,63,642,1506,179
30491,528,746,83,0
30492,79,548,212,14
30493,16,215,564,53
30494,0,51,487,201
30495,499,232,25,0
30496,0,23,304,1192
30497,0,24,222,556
30498,40,316,635,62
30499,0,23,178,480
30500,215,500,69,2
30501,0,88,739,253
30502,111,743,289,21
30503,0,75,660,1073
30504,233,567,67,0
30505,553,204,17,0
30506,56,512,163,13
30507,67,599,239,20
30508,54,503,213,20
30509,16,194,475,68
30510,863,459,35,0
30511,66,487,244,17
30512,0,10,223,539
30513,0,21,201,496
30514,54,553,226,20
30515,709,405,46,0
30516,0,19,213,490
30517,221,453,49,0
30518,512,209,13,0
30519,328,886,124,0
30520,0,12,234,615
30521,0,25,223,555
30522,65,514,257,28
30523,62,485,215,19
30524,0,19,185,189
30525,210,550,51,0
30526,222,501,71,0
30527,0,21,236,920
30528,0,60,482,217
30529,15,219,527,77
30530,4,80,634,208
30531,21,259,532,55
30532,0,34,306,704
30533,61,650,280,23
30534,48,479,222,24
30535,0,29,240,558
30536,545,233,32,0
30537,225,500,73,0
30538,0,52,499,228
30539,36,497,271,194
30540,24,205,491,56
30541,77,576,241,19
30542,0,34,283,664
30543,0,60,563,325
30544,0,22,213,426
30545,286,580,62,0
30546,543,204,22,0
30547,241,579,74,0
30548,0,61,450,212
30549,16,202,457,81
30550,185,429,68,0
30551,53,461,240,19
30552,235,485,59,0
30553,230,461,67,0
30554,0,70,510,238
30555,18,54,606,81
30556,64,642,256,20
30557,18,252,531,79
30558,23,214,541,54
30559,325,698,90,0
30560,0,73,519,216
30561,264,624,74,0
30562,295,655,77,0
30563,0,65,487,234
30564,0,63,467,230
30565,23,186,422,51
30566,39,329,603,79
30567,477,237,14,0
30568,0,24,206,483
30569,35,254,613,62
30570,0,20,188,490
30571,50,582,234,27
30572,70,599,236,19
30573,567,261,24,0
30574,390,650,64,0
30575,232,493,70,0
30576,201,525,66,0
30577,78,669,245,8
30578,269,739,93,0
30579,583,294,19,0
30580,0,88,575,228
30581,66,524,220,22
30582,2,25,300,802
30583,0,18,214,535
30584,568,282,26,0
30585,617,281,29,0
30586,0,71,494,205
30587,23,277,590,57
30588,0,68,566,216
30589,17,225,499,58
30590,728,405,34,0
30591,266,523,63,0
30592,0,48,649,1946
30593,489,219,16,0
30594,43,476,178,19
30595,184,477,54,0
30596,200,485,47,0
30597,55,506,762,87
30598,629,243,13,0
30599,23,264,612,78
30600,14,215,538,58
30601,22,236,670,76
30602,22,340,1146,142
30603,23,214,495,43
30604,255,523,85,0
30605,230,479,61,0
30606,1852,388,27,0
30607,0,70,554,262
30608,0,50,461,212
30609,285,610,63,0
30610,0,28,257,550
30611,0,30,172,529
30612,500,185,17,0
30613,27,237,508,65
30614,59,575,238,20
30615,0,10,218,457
30616,519,211,20,0
30617,0,16,193,440
30618,21,233,468,50
30619,1,36,341,650
30620,233,602,74,0
30621,0,78,610,263
30622,0,30,223,523
30623,29,310,602,72
30624,0,25,184,458
30625,0,61,508,264
30626,549,220,19,0
30627,0,55,474,253
30628,0,61,478,196
30629,2,71,655,232
30630,61,500,223,19
30631,27,266,551,64
30632,210,534,63,0
30633,61,533,835,93
30634,0,11,200,464
30635,0,92,801,518
30636,0,15,237,564
30637,684,231,18,0
30638,0,21,200,525
30639,601,327,31,0
30640,0,60,489,215
30641,534,242,24,0
30642,18,271,546,63
30643,43,500,783,70
30644,16,208,191,19
30645,3,27,342,791
30646,232,528,64,0
30647,306,837,90,0
30648,216,545,73,0
30649,156,173,11,0
30650,0,49,508,733
30651,0,56,518,227
30652,14,197,495,72
30653,214,664,77,0
30654,0,34,280,542
30655,29,298,598,66
30656,544,235,24,0
30657,237,479,67,3
30658,0,49,482,183
30659,584,242,36,0
30660,14,154,166,16
30661,550,245,17,0
30662,1,38,322,38
30663,0,76,499,180
30664,199,475,52,0
30665,229,536,69,0
30666,0,32,293,684
30667,0,24,243,513
30668,19,268,899,108
30669,2,65,488,212
30670,0,43,482,783
30671,194,559,67,0
30672,20,190,468,56
30673,538,216,22,2
30674,516,211,20,1
30675,457,822,103,0
30676,480,193,31,0
30677,43,414,168,11
30678,38,303,287,34
30679,0,52,465,199
30680,242,622,78,0
30681,0,177,1506,361
30682,185,1664,1274,135
30683,21,207,491,66
30684,45,423,189,21
30685,0,66,532,243
30686,218,489,65,0
30687,0,73,619,304
30688,0,51,474,193
30689,420,677,86,0
30690,535,215,22,0
30691,24,183,549,58
30692,22,160,170,19
30693,55,538,236,25
30694,22,220,491,73
30695,13,196,549,59
30696,95,692,236,19
30697,457,207,20,0
30698,0,56,461,204
30699,90,580,234,20
30700,62,494,218,20
30701,0,23,188,437
30702,66,514,190,18
30703,44,265,37,0
30704,327,481,163,33
30705,19,192,456,44
30706,572,323,21,0
30707,0,88,812,380
30708,0,72,559,218
30709,0,65,593,254
30710,0,18,200,493
30711,0,35,287,549
30712,53,423,203,20
30713,0,113,925,494
30714,63,510,199,21
30715,0,24,235,556
30716,0,23,199,416
30717,18,229,493,49
30718,0,20,227,494
30719,0,72,625,241
30720,24,168,169,22
30721,0,44,378,682
30722,0,18,243,519
30723,0,66,519,216
30724,0,11,180,463
30725,232,564,71,0
30726,516,223,17,0
30727,621,404,45,0
30728,0,26,233,493
30729,18,236,537,51
30730,551,270,28,0
30731,0,64,566,266
30732,10,220,476,60
30733,52,536,269,33
30734,39,457,217,15
30735,207,474,56,0
30736,226,706,79,0
30737,0,68,556,242
30738,523,265,28,0
30739,0,51,513,280
30740,723,236,19,0
30741,201,469,61,0
30742,2,14,194,512
30743,0,66,553,73
30744,0,13,274,832
30745,19,239,661,62
30746,0,51,484,197
30747,69,573,229,13
30748,0,21,191,463
30749,17,217,487,64
30750,174,482,58,0
30751,971,583,65,0
30752,0,15,199,504
30753,182,494,60,0
30754,0,18,223,556
30755,25,183,512,58
30756,0,57,553,267
30757,0,52,420,813
30758,23,206,501,65
30759,831,498,52,0
30760,0,14,208,461
30761,42,367,379,39
30762,0,59,489,247
30763,0,73,561,264
30764,0,23,221,506
30765,0,65,516,244
30766,0,22,263,548
30767,15,211,469,61
30768,0,22,232,520
30769,117,863,265,18
30770,0,64,599,255
30771,0,23,191,485
30772,25,186,150,29
30773,0,63,581,241
30774,540,226,24,0
30775,397,658,73,0
30776,0,73,531,190
30777,0,28,254,526
30778,0,21,186,445
30779,79,767,1043,118
30780,504,183,8,0
30781,18,229,530,75
30782,71,618,255,20
30783,76,618,180,24
30784,12,189,455,59
30785,0,27,206,552
30786,0,77,538,237
30787,0,34,250,582
30788,0,65,574,297
30789,25,253,556,57
30790,203,464,48,0
30791,72,587,236,26
30792,627,285,30,0
30793,0,21,177,460
30794,526,233,18,1
30795,89,697,221,18
30796,0,37,460,740
30797,510,202,26,2
30798,20,227,192,20
30799,0,22,204,511
30800,221,494,57,0
30801,27,206,528,63
30802,13,238,695,93
30803,0,64,555,216
30804,250,486,67,0
30805,188,175,22,2
30806,39,425,694,68
30807,474,223,22,0
30808,72,534,212,25
30809,56,651,203,24
30810,0,19,222,585
30811,1052,674,84,0
30812,0,49,388,662
30813,0,25,219,575
30814,1,62,546,239
30815,229,557,63,0
30816,65,597,245,23
30817,0,65,569,280
30818,0,58,533,209
30819,0,151,1318,1667
30820,69,527,233,25
30821,0,63,567,265
30822,28,204,206,19
30823,71,499,244,17
30824,600,196,16,0
30825,695,276,15,0
30826,0,68,618,336
30827,245,548,61,0
30828,201,491,58,0
30829,624,237,24,0
30830,205,488,58,0
30831,622,973,112,0
30832,0,23,216,531
30833,57,496,228,19
30834,0,19,218,515
30835,20,310,595,60
30836,69,599,267,29
30837,0,113,845,389
30838,0,21,277,493
30839,49,418,206,20
30840,68,551,224,27
30841,573,266,23,0
30842,551,244,25,0
30843,0,76,507,244
30844,71,538,204,29
30845,635,231,24,0
30846,205,487,52,0
30847,74,648,259,22
30848,66,499,200,19
30849,488,226,22,3
30850,0,20,203,521
30851,89,846,558,54
30852,313,1366,383,21
30853,54,501,217,20
30854,20,250,577,64
30855,462,1538,358,14
30856,84,593,225,19
30857,19,172,179,29
30858,0,18,227,685
30859,655,466,53,0
30860,0,23,225,513
30861,182,493,49,0
30862,61,535,211,25
30863,485,202,24,0
30864,0,61,548,273
30865,17,185,468,51
30866,0,25,247,491
30867,565,201,16,0
30868,223,501,70,0
30869,277,589,69,0
30870,25,248,586,67
30871,223,442,57,1
30872,546,218,26,0
30873,15,221,474,64
30874,317,653,85,0
30875,470,198,15,0
30876,0,67,488,196
30877,0,17,221,513
30878,0,32,263,538
30879,465,207,22,0
30880,59,507,239,19
30881,0,25,207,591
30882,0,56,456,218
30883,32,327,569,47
30884,512,219,11,0
30885,605,233,18,0
30886,21,195,465,56
30887,437,212,17,0
30888,64,524,210,13
30889,536,209,22,0
30890,0,24,249,544
30891,490,226,8,0
30892,49,542,233,22
30893,60,661,281,24
30894,49,507,221,23
30895,640,198,25,0
30896,1,9,209,587
30897,529,240,25,0
30898,14,178,186,15
30899,241,820,89,0
30900,63,501,189,22
30901,0,50,467,191
30902,0,67,429,197
30903,28,223,501,58
30904,675,374,22,0
30905,503,200,22,0
30906,225,560,72,0
30907,0,23,269,628
30908,12,222,684,96
30909,526,237,18,0
30910,0,28,292,593
30911,0,20,248,524
30912,0,19,187,538
30913,45,569,2177,585
30914,19,224,546,75
30915,0,36,344,562
30916,914,1542,187,0
30917,0,23,214,654
30918,25,235,544,55
30919,641,244,25,1
30920,532,275,20,0
30921,241,551,69,0
30922,19,209,496,70
30923,0,14,206,495
30924,0,64,552,229
30925,191,462,58,0
30926,493,212,17,0
30927,0,56,472,212
30928,52,512,814,65
30929,0,25,217,507
30930,0,66,631,403
30931,0,79,595,260
30932,22,289,1234,160
30933,550,236,25,0
30934,254,548,70,0
30935,0,77,552,223
30936,17,227,618,61
30937,70,501,211,21
30938,0,47,507,204
30939,0,15,176,466
30940,225,484,55,0
30941,0,26,209,509
30942,65,483,208,18
30943,0,16,188,462
30944,19,225,533,65
30945,66,498,202,17
30946,0,62,463,217
30947,0,57,501,220
30948,0,19,195,154
30949,75,664,258,17
30950,242,566,72,0
30951,218,504,52,0
30952,73,563,243,31
30953,22,208,486,66
30954,0,66,525,241
30955,72,646,224,22
30956,454,789,82,0
30957,248,509,67,0
30958,21,202,508,64
30959,620,213,21,0
30960,27,208,506,66
30961,0,693,1653,206
30962,0,23,221,501
30963,252,641,91,0
30964,0,145,1351,447
30965,0,75,564,225
30966,0,18,275,2294
30967,55,487,229,18
30968,430,208,23,0
30969,29,220,489,55
30970,0,70,533,300
30971,66,527,219,17
30972,231,449,44,0
30973,0,19,212,433
30974,536,287,19,0
30975,0,56,465,229
30976,570,316,23,0
30977,73,514,224,18
30978,22,32,551,80
30979,90,662,236,19
30980,622,206,22,1
30981,343,568,71,0
30982,496,197,23,0
30983,25,279,581,68
30984,0,28,353,675
30985,0,59,535,233
30986,491,206,14,0
30987,254,576,67,0
30988,188,527,58,0
30989,169,1559,696,61
30990,15,235,497,60
30991,206,511,42,0
30992,24,233,488,55
30993,2,13,230,503
30994,11,169,498,54
30995,0,63,530,222
30996,532,201,20,0
30997,0,24,248,564
30998,525,204,20,0
30999,212,512,56,0
31000,224,426,46,0
31001,80,720,223,16
31002,0,15,217,485
31003,637,236,20,0
31004,0,55,489,203
31005,501,198,16,0
31006,21,205,503,54
31007,47,475,202,8
31008,0,71,677,439
31009,0,62,525,216
31010,0,52,558,221
31011,491,241,26,0
